Name: 斗鱼音乐-秋月剪水, URL: http://epg.112114.xyz/douyu/9588891, Date: 01-19-2024, Resolution: 1920x1080, Response Time: 2536ms
Name: 宇宙, URL: http://epg.112114.xyz/douyu/4282654, Date: 03-20-2023, Resolution: None, Response Time: 48ms
Name: 宇宙, URL: http://epg.112114.xyz/douyu/8458270, Date: 09-01-2023, Resolution: None, Response Time: 3642ms
Name: 武侠, URL: https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/playlist.m3u8, Date: 03-21-2024, Resolution: 1280x720, Response Time: 2088ms
Name: 武侠, URL: https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/chunklist.m3u8, Date: 03-28-2024, Resolution: 1280x720, Response Time: 2094ms
Name: 武侠, URL: https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/chunklist.m3u8, Date: 03-26-2024, Resolution: 1280x720, Response Time: 2136ms
Name: 武侠, URL: http://111.197.132.156:1314/rtp/239.3.1.90:4120, Date: 03-27-2024, Resolution: 768x576, Response Time: 457ms
Name: 武侠, URL: http://113.251.178.188:6666/rtp/235.254.198.97:1664, Date: 03-22-2024, Resolution: 720x576, Response Time: 442ms
Name: 警匪, URL: http://epg.112114.xyz/huya/11352886, Date: 12-05-2023, Resolution: 1280x720, Response Time: 5109ms
Name: 枪战, URL: http://8.210.232.168/php/huya.php?id=21059579, Date: 10-04-2023, Resolution: None, Response Time: 3543ms
Name: 海盗, URL: http://8.210.232.168/php/huya.php?id=21059595, Date: 12-05-2023, Resolution: 1080x1920, Response Time: 3184ms
Name: 推荐, URL: https://vd2.bdstatic.com/mda-mhig1c3sw223mx8p/1080p/cae_h264/1629380139191731149/mda-mhig1c3sw223mx8p.mp4, Date: 03-01-2024, Resolution: 1920x1080, Response Time: 1891ms
Name: 热血, URL: http://8.210.232.168/php/huya.php?id=11352934, Date: 11-19-2023, Resolution: 1280x720, Response Time: 3167ms
Name: 热血, URL: http://epg.112114.xyz/douyu/206858, Date: 03-21-2023, Resolution: None, Response Time: 240ms
Name: 热血, URL: http://epg.112114.xyz/douyu/6610883, Date: 09-01-2023, Resolution: None, Response Time: 793ms
Name: 谍战, URL: https://live.v1.mk/api/bestv.php?id=dzjc8m/8000000, Date: 12-12-2023, Resolution: 3840x2160, Response Time: 1102ms
Name: 谍战, URL: https://live.goodiptv.club/api/bestv.php?id=dzjc8m/8000000, Date: 12-30-2023, Resolution: 1920x1080, Response Time: 538ms
Name: 谍战, URL: http://php.jdshipin.com:8880/bst.php?id=dzjc8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 419ms
Name: 谍战, URL: https://cntv.lat/tv/live.php?auth=231110&id=dzjc, Date: 09-19-2023, Resolution: None, Response Time: 423ms
Name: 谍战, URL: http://php.jdshipin.com:8880/bst.php?id=dzjc, Date: 03-09-2024, Resolution: None, Response Time: 548ms
Name: 谍战, URL: http://iptva.cn/api/M3u8/Index?id=989&card=99982475359, Date: 05-17-2023, Resolution: None, Response Time: 562ms
Name: 谍战, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/dzjc8m/8000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 1182ms
Name: 战争, URL: http://8.210.232.168/php/huya.php?id=21059574, Date: 11-18-2023, Resolution: 1024x576, Response Time: 5594ms
Name: 喜剧, URL: https://epg.pw/stream/7842f9585950362ef02dfe7f4d3b8a01574565b72ddca15ac35b1d91630a3abc.m3u8, Date: 01-04-2024, Resolution: 1920x1080, Response Time: 784ms
Name: 喜剧, URL: http://epg.112114.xyz/douyu/4332, Date: 03-17-2024, Resolution: 1920x1080, Response Time: 952ms
Name: 喜剧, URL: http://epg.112114.xyz/douyu/9292492, Date: 03-22-2024, Resolution: 1920x1080, Response Time: 1831ms
Name: 喜剧, URL: https://s4.fsvod1.com/20220313/hVJIOKyR/index.m3u8, Date: 02-05-2024, Resolution: 1280x720, Response Time: 234ms
Name: 喜剧, URL: http://8.210.232.168/php/huya.php?id=11352877, Date: 10-28-2023, Resolution: 1280x480, Response Time: 1153ms
Name: 喜剧, URL: http://114.246.174.75:4022/rtp/239.3.1.91:4120, Date: 03-08-2024, Resolution: 768x576, Response Time: 425ms
Name: 喜剧, URL: http://114.243.108.225:4000/rtp/239.3.1.91:4120, Date: 02-29-2024, Resolution: 720x576, Response Time: 425ms
Name: 喜剧, URL: http://epg.112114.xyz/douyu/9650887, Date: 05-18-2023, Resolution: None, Response Time: 445ms
Name: 喜剧, URL: http://epg.112114.xyz/douyu/9650887, Date: 09-01-2023, Resolution: None, Response Time: 451ms
Name: 喜剧, URL: http://epg.112114.xyz/douyu/9650887, Date: 03-20-2023, Resolution: None, Response Time: 620ms
Name: 喜剧, URL: http://epg.112114.xyz/douyu/9650887, Date: 03-17-2023, Resolution: None, Response Time: 628ms
Name: 喜剧, URL: http://8.210.232.168/php/huya.php?id=11602044, Date: 10-04-2023, Resolution: None, Response Time: 1270ms
Name: 喜剧, URL: http://8.210.232.168/php/huya.php?id=11342423, Date: 10-04-2023, Resolution: None, Response Time: 1273ms
Name: 喜剧, URL: http://epg.112114.xyz/douyu/9292492, Date: 03-17-2023, Resolution: None, Response Time: 1821ms
Name: 港片, URL: http://epg.112114.xyz/douyu/3637765, Date: 03-20-2023, Resolution: None, Response Time: 1137ms
Name: 港片, URL: http://epg.112114.xyz/douyu/3637765, Date: 03-17-2023, Resolution: None, Response Time: 4350ms
Name: 国产, URL: http://epg.112114.xyz/douyu/5423, Date: 03-22-2024, Resolution: 1536x864, Response Time: 28ms
Name: 国产, URL: http://epg.112114.xyz/douyu/5423, Date: 02-20-2024, Resolution: 1536x864, Response Time: 43ms
Name: 李连杰, URL: http://8.210.232.168/php/huya.php?id=11342390, Date: 02-19-2024, Resolution: 1280x704, Response Time: 1315ms
Name: 李连杰, URL: http://43.138.170.29:35455/huya/11342390, Date: 03-26-2024, Resolution: None, Response Time: 1149ms
Name: 李连杰, URL: http://cfss.cc/cdn/hy/11342390.flv, Date: 03-26-2024, Resolution: None, Response Time: 1686ms
Name: 洪金宝, URL: http://8.210.232.168/php/huya.php?id=11279251, Date: 10-06-2023, Resolution: 1280x544, Response Time: 2560ms
Name: 洪金宝, URL: http://43.138.170.29:35455/huya/11279251, Date: 03-26-2024, Resolution: None, Response Time: 1125ms
Name: 洪金宝, URL: http://cfss.cc/cdn/hy/11279251.flv, Date: 03-26-2024, Resolution: None, Response Time: 1688ms
Name: 梁家辉, URL: http://cfss.cc/cdn/hy/11342429.flv, Date: 03-26-2024, Resolution: None, Response Time: 2049ms
Name: 许冠英, URL: http://epg.112114.xyz/huya/11601972, Date: 09-01-2023, Resolution: None, Response Time: 3410ms
Name: 许冠英, URL: http://epg.112114.xyz/huya/11601972, Date: 03-17-2023, Resolution: None, Response Time: 3421ms
Name: 许冠英, URL: http://epg.112114.xyz/huya/11601972, Date: 03-20-2023, Resolution: None, Response Time: 3893ms
Name: 刘德华, URL: http://epg.112114.xyz/douyu/2516864, Date: 02-24-2024, Resolution: 1920x1080, Response Time: 1522ms
Name: 刘德华, URL: http://epg.112114.xyz/douyu/2516864, Date: 02-03-2024, Resolution: 1920x1080, Response Time: 1522ms
Name: 刘德华, URL: http://epg.112114.xyz/douyu/2516864, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 1523ms
Name: 刘德华, URL: https://epg.pw/stream/8848575026ebd3c19258f79bc476986d87d68dd75fc6d2ae65eb99163ca4883d.ctv, Date: 03-06-2024, Resolution: 1920x1080, Response Time: 1523ms
Name: 刘德华, URL: http://epg.112114.xyz/douyu/2516864, Date: 03-28-2024, Resolution: 1920x1080, Response Time: 1524ms
Name: 刘德华, URL: http://epg.112114.xyz/huya/11342424, Date: 11-05-2023, Resolution: 1280x720, Response Time: 3843ms
Name: 刘德华, URL: http://em.21dtv.com/songs/60025029.mkv, Date: 12-22-2023, Resolution: 854x480, Response Time: 1263ms
Name: 刘德华, URL: http://em.21dtv.com/songs/60029247.mkv, Date: 12-20-2023, Resolution: 720x540, Response Time: 1827ms
Name: 刘德华, URL: http://em.21dtv.com/songs/60039259.mkv, Date: 02-21-2024, Resolution: 720x480, Response Time: 1263ms
Name: 刘德华, URL: http://em.21dtv.com/songs/60069725.mkv, Date: 02-21-2024, Resolution: 720x480, Response Time: 1341ms
Name: 刘德华, URL: http://8.210.232.168/php/huya.php?id=11342424, Date: 11-02-2023, Resolution: 704x456, Response Time: 1828ms
Name: 刘德华, URL: http://em.21dtv.com/songs/60036969.mkv, Date: 01-05-2024, Resolution: 640x480, Response Time: 337ms
Name: 刘德华, URL: http://em.21dtv.com/songs/60012256.mkv, Date: 12-25-2022, Resolution: None, Response Time: 274ms
Name: 刘德华, URL: https://vd2.bdstatic.com/mda-mmv5a184gqne6y5b/sc/cae_h264/1640842946524143713/mda-mmv5a184gqne6y5b.mp4, Date: 08-22-2023, Resolution: None, Response Time: 825ms
Name: 刘德华, URL: http://43.138.170.29:35455/huya/11342424, Date: 03-26-2024, Resolution: None, Response Time: 1069ms
Name: 刘德华, URL: http://cfss.cc/cdn/hy/11342424.flv, Date: 03-26-2024, Resolution: None, Response Time: 1295ms
Name: 刘德华, URL: http://em.21dtv.com/songs/60070906.mkv, Date: 04-22-2023, Resolution: None, Response Time: 1424ms
Name: 刘德华, URL: http://em.21dtv.com/songs/60029089.mkv, Date: 04-22-2023, Resolution: None, Response Time: 1835ms
Name: 刘德华, URL: http://43.138.170.29:35455/douyu/2516864, Date: 03-26-2024, Resolution: None, Response Time: 2094ms
Name: 刘德华, URL: http://epg.112114.xyz/douyu/8985415, Date: 03-20-2023, Resolution: None, Response Time: 2585ms
Name: 刘德华, URL: http://epg.112114.xyz/douyu/8985415, Date: 03-17-2023, Resolution: None, Response Time: 3417ms
Name: 刘德华, URL: http://epg.112114.xyz/douyu/8985415, Date: 09-01-2023, Resolution: None, Response Time: 3625ms
Name: 斯坦森, URL: http://43.138.170.29:35455/huya/21059588, Date: 03-26-2024, Resolution: None, Response Time: 1169ms
Name: 斯坦森, URL: http://cfss.cc/cdn/hy/21059588.flv, Date: 03-26-2024, Resolution: None, Response Time: 1270ms
Name: 斯坦森, URL: http://8.210.232.168/php/huya.php?id=21059588, Date: 10-04-2023, Resolution: None, Response Time: 1387ms
Name: 八点档, URL: http://8.210.232.168/php/huya.php?id=880261, Date: 11-18-2023, Resolution: 1920x1080, Response Time: 1868ms
Name: 灾难片, URL: http://8.210.232.168/php/huya.php?id=11602075, Date: 11-18-2023, Resolution: 1920x1080, Response Time: 2869ms
Name: 谍战片, URL: http://8.210.232.168/php/huya.php?id=21059587, Date: 10-04-2023, Resolution: None, Response Time: 3051ms
Name: 动作电影, URL: http://182.46.8.161:8018/hls/83/index.m3u8, Date: 01-28-2024, Resolution: 1920x1080, Response Time: 406ms
Name: 动作电影, URL: http://115.60.241.249:2000/rtp/225.1.4.208:1261, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 464ms
Name: 动作电影, URL: http://nas.tuyuannet.cn:8800/rtp/239.37.0.186:5540, Date: 01-28-2024, Resolution: 1920x1080, Response Time: 734ms
Name: 动作电影, URL: http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 824ms
Name: 动作电影, URL: https://epg.pw/stream/e94cc2f1cb9a47e959a80ae19baa1ce8e6e04e844dfcf65aa27b641d7ee467c7.m3u8, Date: 02-01-2024, Resolution: 1920x1080, Response Time: 917ms
Name: 动作电影, URL: https://epg.pw/stream/2f2e29b8759a2458730dc1f3686024472691952a50e787fe075944d0cb17f36e.ctv, Date: 02-14-2024, Resolution: 1920x1080, Response Time: 1410ms
Name: 动作电影, URL: http://51.159.104.29:8080/action/index.m3u8, Date: 03-27-2024, Resolution: 1920x808, Response Time: 321ms
Name: 动作电影, URL: https://epg.pw/stream/02a582fc67bfff3762422afd2afafd15a346db899ab08ec26b328ce146665b2e.m3u8, Date: 03-21-2024, Resolution: 1280x720, Response Time: 677ms
Name: 动作电影, URL: http://epg.112114.xyz/douyu/1504768, Date: 09-01-2023, Resolution: None, Response Time: 780ms
Name: 动作电影, URL: http://pi.0472.org/tv/cbn.php?id=chcdzdyHD, Date: 08-26-2023, Resolution: None, Response Time: 1138ms
Name: 搞笑喜剧, URL: http://epg.112114.xyz/huya/11342423, Date: 03-20-2023, Resolution: None, Response Time: 2134ms
Name: 不挤影院, URL: http://8.210.232.168/php/huya.php?id=11352897, Date: 10-09-2023, Resolution: 1280x544, Response Time: 3166ms
Name: 快意江湖, URL: http://8.210.232.168/php/huya.php?id=11342435, Date: 10-04-2023, Resolution: None, Response Time: 2540ms
Name: 嫣然影厅, URL: http://8.210.232.168/php/huya.php?id=11601977, Date: 10-04-2023, Resolution: None, Response Time: 930ms
Name: 女神系列, URL: http://8.210.232.168/php/huya.php?id=11336571, Date: 10-04-2023, Resolution: None, Response Time: 1422ms
Name: 经典女神, URL: http://8.210.232.168/php/huya.php?id=11352909, Date: 10-04-2023, Resolution: None, Response Time: 4997ms
Name: 许氏三杰, URL: http://43.138.170.29:35455/huya/11602033, Date: 03-26-2024, Resolution: None, Response Time: 1020ms
Name: 许氏三杰, URL: http://cfss.cc/cdn/hy/11601972.flv, Date: 03-26-2024, Resolution: None, Response Time: 2573ms
Name: 镖行天下, URL: https://txmov2.a.kwimgs.com/upic/2021/10/09/08/BMjAyMTEwMDkwODQ5NDNfMTI0MzE0NjMyOF81ODczMzA0Nzc5NF8yXzM=_b_B6cdb22f97b91445496f73514fc915bdd.mp4, Date: 12-24-2023, Resolution: 1278x714, Response Time: 661ms
Name: 喜乐影院, URL: http://8.210.232.168/php/huya.php?id=21059580, Date: 11-18-2023, Resolution: 1280x688, Response Time: 3087ms
Name: 蘑菇影厅, URL: http://8.210.232.168/php/huya.php?id=11601981, Date: 10-04-2023, Resolution: None, Response Time: 946ms
Name: 搞笑恐怖, URL: http://8.210.232.168/php/huya.php?id=11601960, Date: 03-14-2024, Resolution: 1920x1080, Response Time: 5413ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/uhd/cae_h264_delogo/1649341416749683469/mda-nd6k8tnavw6sj0a5.mp4, Date: 02-28-2024, Resolution: 3840x2160, Response Time: 875ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/uhd/cae_h264_delogo/1649341416749683469/mda-nd6k8tnavw6sj0a5.mp4, Date: 01-07-2024, Resolution: 3840x2160, Response Time: 875ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/qhd/cae_h264_delogo/1649341416716222901/mda-nd6k8tnavw6sj0a5.mp4, Date: 02-28-2024, Resolution: 2560x1440, Response Time: 875ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/1080p/cae_h264_delogo/1649341416696755483/mda-nd6k8tnavw6sj0a5.mp4, Date: 10-10-2023, Resolution: 1920x1080, Response Time: 883ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4, Date: 03-13-2024, Resolution: 1920x1080, Response Time: 884ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4, Date: 12-23-2023, Resolution: 1920x1080, Response Time: 884ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/qhd/cae_h264_delogo/1649341416716222901/mda-nd6k8tnavw6sj0a5.mp4, Date: 03-17-2023, Resolution: None, Response Time: 874ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/1080p/cae_h264_delogo/1649341416696755483/mda-nd6k8tnavw6sj0a5.mp4, Date: 03-17-2023, Resolution: None, Response Time: 883ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/720p/h264_delogo/1649341231263414752/mda-nd6k8tnavw6sj0a5.mp4, Date: 03-20-2023, Resolution: None, Response Time: 1071ms
Name: 变形金刚, URL: https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/720p/h264_delogo/1649341231263414752/mda-nd6k8tnavw6sj0a5.mp4, Date: 03-17-2023, Resolution: None, Response Time: 1072ms
Name: 老三国, URL: http://epg.112114.xyz/douyu/7459925, Date: 03-11-2024, Resolution: 1920x1080, Response Time: 2508ms
Name: 老三国, URL: http://epg.112114.xyz/douyu/7459925, Date: 03-07-2024, Resolution: 1920x1080, Response Time: 2516ms
Name: 庆余年, URL: http://epg.112114.xyz/douyu/5908256, Date: 01-16-2024, Resolution: 1920x1080, Response Time: 1285ms
Name: 庆余年, URL: http://epg.112114.xyz/douyu/5908256, Date: 11-21-2023, Resolution: 1920x1080, Response Time: 1285ms
Name: 庆余年, URL: http://epg.112114.xyz/douyu/7489563, Date: 03-17-2024, Resolution: 1920x1080, Response Time: 1921ms
Name: 庆余年, URL: http://epg.112114.xyz/douyu/6566658, Date: 01-04-2024, Resolution: 1920x1080, Response Time: 2532ms
Name: 庆余年, URL: http://epg.112114.xyz/douyu/7489563, Date: 12-24-2023, Resolution: 1920x1080, Response Time: 2911ms
Name: 庆余年, URL: http://epg.112114.xyz/douyu/1409682, Date: 03-20-2023, Resolution: None, Response Time: 1123ms
Name: 庆余年, URL: http://epg.112114.xyz/douyu/6566658, Date: 03-17-2023, Resolution: None, Response Time: 2531ms
Name: 武林外传, URL: https://txmov2.a.kwimgs.com/upic/2021/12/28/14/BMjAyMTEyMjgxNDQ0NTlfNDAzMDAxOTlfNjM2NzgyNjQ2ODFfMF8z_b_B9d8e425d16140ae0f37139b7ee6b0a84.mp4, Date: 03-18-2024, Resolution: 1280x720, Response Time: 339ms
Name: 武林外传, URL: https://txmov2.a.kwimgs.com/upic/2021/12/28/14/BMjAyMTEyMjgxNDQ0NTlfNDAzMDAxOTlfNjM2NzgyNjQ2ODFfMF8z_b_B9d8e425d16140ae0f37139b7ee6b0a84.mp4, Date: 03-18-2024, Resolution: 1280x720, Response Time: 377ms
Name: 天龙八部, URL: https://txmov2.a.kwimgs.com/upic/2021/02/26/11/BMjAyMTAyMjYxMTAwNTBfNDAzMDAxOTlfNDUwNDcyNzM5MTRfMF8z_b_B75ed716649c36f65fc2354f75dba47a5.mp4, Date: 02-21-2024, Resolution: 1280x720, Response Time: 299ms
Name: 天龙八部, URL: https://vd4.bdstatic.com/mda-nf47rm6m3xws05am/sc/cae_h264/1654407323402625003/mda-nf47rm6m3xws05am.mp4, Date: 08-22-2023, Resolution: None, Response Time: 431ms
Name: 狄仁杰, URL: http://epg.112114.xyz/douyu/674441, Date: 09-01-2023, Resolution: None, Response Time: 238ms
Name: 风筝, URL: https://vd2.bdstatic.com/mda-nac38rcg306vwnbh/sc/cae_h264_delogo/1642040688954688015/mda-nac38rcg306vwnbh.mp4, Date: 12-21-2023, Resolution: 1280x720, Response Time: 519ms
Name: 风筝, URL: https://vdse.bdstatic.com/c331feb0b4730b05d03793ffc024e62a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2017-05-11T09%3A02%3A31Z%2F-1%2F, Date: 12-21-2023, Resolution: 896x504, Response Time: 1351ms
Name: 小兵张嘎, URL: http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d8c05f3ca36d48e6b1997b523e885c5c/850.m3u8, Date: 09-01-2023, Resolution: None, Response Time: 1438ms
Name: ！, URL: http://zabava-htlive.cdn.ngenix.net/hls/CH_MATCHTV/variant.m3u8?version=2&checkedby:iptvcat.com, Date: 03-28-2024, Resolution: 3413x1920, Response Time: 3302ms
Name: ！, URL: http://62.210.209.138:41000/movie/v52/v43/7344.mp4, Date: 11-12-2023, Resolution: 1920x1080, Response Time: 341ms
Name: ！, URL: https://linear-10.frequency.stream/dist/localnow/10/hls/master/playlist.m3u8, Date: 03-28-2024, Resolution: 1920x1080, Response Time: 552ms
Name: ！, URL: https://yahoo-plex.amagi.tv/playlist.m3u8, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 871ms
Name: ！, URL: https://linear-10.frequency.stream/dist/plex/10/hls/master/playlist.m3u8?ads.plex_token=MorUy57ijWhGe4ixZb_T&ads.plex_id=5ef11487d33ab9004048a1d6&ads.device_id=df8e1a36-847d-5096-86a7-3803ed330ede&ads.dnt=0&ads.us_privacy=1---&checkedby:iptvcat.com, Date: 03-28-2024, Resolution: 1920x1080, Response Time: 2540ms
Name: ！, URL: https://linear-10.frequency.stream/dist/plex/10/hls/master/playlist.m3u8, Date: 03-28-2024, Resolution: 1920x1080, Response Time: 2546ms
Name: ！, URL: https://shoutfactory-redbox.amagi.tv/hls/amagi_hls_data_redboxAAA-shoutfactorytv/CDN/playlist.m3u8, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 2764ms
Name: ！, URL: https://linear-10.frequency.stream/dist/plex/10/hls/master/playlist.m3u8?ads.plex_token=MorUy57ijWhGe4ixZb_T&ads.plex_id=5ef11487d33ab9004048a1d6&ads.device_id=df8e1a36-847d-5096-86a7-3803ed330ede&ads.dnt=0&ads.us_privacy=1---&checkedby:iptvcat.com, Date: 03-11-2024, Resolution: 1920x1080, Response Time: 2784ms
Name: ！, URL: https://linear-59.frequency.stream/dist/plex/59/hls/master/playlist.m3u8, Date: 12-09-2023, Resolution: 1920x1080, Response Time: 2824ms
Name: ！, URL: http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/chunklist_w454258933.m3u8, Date: 03-25-2024, Resolution: 1280x720, Response Time: 981ms
Name: ！, URL: http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/chunklist_w84588335.m3u8, Date: 03-28-2024, Resolution: 1280x720, Response Time: 981ms
Name: ！, URL: http://content.uplynk.com/channel/37eb732888614810b512fdd82604244e.m3u8, Date: 03-10-2024, Resolution: 1280x720, Response Time: 1067ms
Name: ！, URL: https://linear-143.frequency.stream/dist/localnow/143/hls/master/playlist.m3u8, Date: 02-22-2024, Resolution: 1280x720, Response Time: 1503ms
