斗鱼,#genre#
足球高清,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
足球高清,https://live.v1.mk/api/bestv.php?id=zqpd8m/8000000
炫动卡通,https://live.goodiptv.club/api/bestv.php?id=hhxd8m/8000000
炫动卡通,http://61.170.164.195:9901/tsfile/live/1008_1.m3u8
炫动卡通,https://live.v1.mk/api/bestv.php?id=hhxd8m/8000000
东方财经,https://cntv.lat/tv/live.php?auth=231110&id=dfcj
东方财经,https://live.goodiptv.club/api/bestv.php?id=dfcjhd8m/8000000
东方财经,http://php.jdshipin.com:8880/bst.php?id=dfcj
东方财经,http://php.jdshipin.com:8880/bst.php?id=dfcjhd8m/8000000
东方财经,https://live.goodiptv.club/api/cqyx.php?id=dfcj
东方财经,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/dfcjhd8m/8000000/mnf.m3u8
东方财经,https://live.v1.mk/api/bestv.php?id=dfcjhd8m/8000000
东方财经,https://epg.pw/stream/e256d4776e7ff92f40159e8e6aa7ee30e529b7c65fa8ab743c32f722d85e6c9a.ctv
都市剧场,http://php.jdshipin.com:8880/bst.php?id=dsjchd/4000000
都市剧场,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/dsjc8m/8000000/mnf.m3u8
都市剧场,https://cntv.lat/tv/live.php?auth=231110&id=dsjc
都市剧场,http://1.30.18.218:20080/hls/121/index.m3u8
都市剧场,http://php.jdshipin.com:8880/bst.php?id=dsjc
都市剧场,https://live.goodiptv.club/api/bestv.php?id=dsjc8m/8000000
都市剧场,https://live.v1.mk/api/bestv.php?id=dsjc8m/8000000
动漫秀场,https://live.goodiptv.club/api/bestv.php?id=dmxc8m/8000000
动漫秀场,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/dmxc8m/8000000/mnf.m3u8
动漫秀场,https://cntv.lat/tv/live.php?auth=231110&id=dmxc
动漫秀场,http://php.jdshipin.com:8880/bst.php?id=dmxc8m/8000000
动漫秀场,http://php.jdshipin.com:8880/bst.php?id=dmxchd/4000000
动漫秀场,http://php.jdshipin.com:8880/bst.php?id=dmxc
动漫秀场,https://epg.pw/stream/ca411be8f82bf17d3a956ffaf09b072a27ff9d9bb0d83fa3cae307eef53b6a68.m3u8
动漫秀场,https://epg.pw/stream/541688af2977b7986c2aa3ac1bb605d9d807911f568852a5e529ae2a2a18aa27.ctv
动漫秀场,https://live.v1.mk/api/bestv.php?id=dmxc8m/8000000
法治天地,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/fztd8m/8000000/mnf.m3u8
法治天地,https://cntv.lat/tv/live.php?auth=231110&id=fztd
法治天地,https://live.goodiptv.club/api/bestv.php?id=fztd8m/8000000
法治天地,https://epg.pw/stream/4389baae3c68d2fef8fb8656cda7c4977540b2c3525ecf1edf9d5b04d5017a80.m3u8
法治天地,http://php.jdshipin.com:8880/bst.php?id=fztd
法治天地,http://php.jdshipin.com:8880/bst.php?id=fztd8m/8000000
法治天地,https://live.v1.mk/api/bestv.php?id=fztd8m/8000000
金色学堂,https://live.goodiptv.club/api/bestv.php?id=jingsepd8m/8000000
金色学堂,http://php.jdshipin.com:8880/bst.php?id=jsxt
金色学堂,http://php.jdshipin.com:8880/bst.php?id=jingsepd8m/8000000
金色学堂,https://cntv.lat/tv/live.php?auth=231110&id=jspd
金色学堂,https://live.v1.mk/api/bestv.php?id=jingsepd8m/8000000
金色学堂,https://epg.pw/stream/a91c9242cd7d5e2a2b172ccf78cde12f84610d47a1ea6de9b99b7e24354d447d.ctv
金色学堂,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jingsepd8m/8000000/mnf.m3u8
魅力足球,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/mlyyhd8m/8000000/mnf.m3u8
魅力足球,https://cntv.lat/tv/live.php?auth=231110&id=mlzq
魅力足球,https://live.goodiptv.club/api/bestv.php?id=mlyyhd8m/8000000
魅力足球,http://php.jdshipin.com:8880/bst.php?id=mlzq
魅力足球,http://php.jdshipin.com:8880/bst.php?id=mlyyhd/4000000
魅力足球,https://live.v1.mk/api/bestv.php?id=mlyyhd8m/8000000

精品,#genre#
求索纪录,http://125.210.152.19:9123/live/hzgq-qsjlgq-h264.m3u8
黑莓电影,https://epg.pw/stream/7cd2a163028ebcd6e8caffba4408642bb8a5009e13dd97bf5f36706cd75f395e.m3u8
黑莓电影,https://epg.pw/stream/a106bba49a6159d54ee66205038e678acf94d13e34266e678ee7b08ce650766a.m3u8
黑莓动画,https://epg.pw/stream/45813b437b496af365b98b5b50b7bec13f152ff9fb879a54eac30751384d665d.m3u8
爱情喜剧,https://epg.pw/stream/7842f9585950362ef02dfe7f4d3b8a01574565b72ddca15ac35b1d91630a3abc.m3u8
超级电视剧,http://39.134.66.110/PLTV/88888888/224/3221225637/index.m3u8
超级电影,http://live.dxhmt.cn:9081/tv/10883-1.m3u8
超级电影,https://cloudvideo.servers10.com:8081/8130/index.m3u8
超级电影,http://stream.smntv.cn/smtv1/sd/live.m3u8
超级电影,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
超级体育,https://live.goodiptv.club/api/bestv.php?id=qcsj8m/8000000
超级体育,http://php.jdshipin.com:8880/bst.php?id=qcsj8m/8000000
超级体育,https://live.v1.mk/api/bestv.php?id=qcsj8m/8000000
超级体育,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qcsj8m/8000000/mnf.m3u8
超级综艺,https://epg.pw/stream/993b177d006da3fe1e88f9e34d5c4f039acb16c782b8588a422b382bc0fd848b.m3u8
潮妈辣婆,https://epg.pw/stream/b8b258c3f487a0ca6e3485c53298c0c86cba21b9603aecc6b36a1fec95e6db85.m3u8
东北热剧,http://39.134.66.110/PLTV/88888888/224/3221225679/index.m3u8
北京冬奥,https://epg.pw/stream/a0fca1013776eeeeb8be403321e2a5f36fbf63828c934f46e0b5821edb8860a9.m3u8
北京冬奥,http://61.182.33.218:8000/hls/38/index.m3u8
动作电影,http://115.60.241.249:2000/rtp/225.1.4.208:1261
动作电影,https://epg.pw/stream/e94cc2f1cb9a47e959a80ae19baa1ce8e6e04e844dfcf65aa27b641d7ee467c7.m3u8
动作电影,http://nas.tuyuannet.cn:8800/rtp/239.37.0.186:5540
动作电影,http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8
动作电影,https://epg.pw/stream/2f2e29b8759a2458730dc1f3686024472691952a50e787fe075944d0cb17f36e.ctv
动作电影,http://182.46.8.161:8018/hls/83/index.m3u8
动作电影,http://51.159.104.29:8080/action/index.m3u8
动作电影,https://epg.pw/stream/02a582fc67bfff3762422afd2afafd15a346db899ab08ec26b328ce146665b2e.m3u8
动作电影,http://tv6.blcu.edu.cn/liverespath/e0096742f0c5be4c5225cf3c7ab1077177bec05f/59799779bf-0-0-46589e4cd4a185d126f36ac81a80255f/index.m3u8
动作电影,http://epg.112114.xyz/douyu/1504768
动作电影,http://pi.0472.org/tv/cbn.php?id=chcdzdyHD
古装剧场,http://118.254.158.48:8888/udp/239.76.252.219:9000
欢乐剧场,http://39.134.66.110/PLTV/88888888/224/3221225682/index.m3u8
纪实人文,http://116.234.45.156:1024/udp/239.45.3.212:5140
纪实人文,http://111.193.236.11:4022/rtp/239.3.1.212:8060
纪实人文,https://cntv.lat/tv/live.php?auth=231110&id=shjsrw
纪实人文,http://php.jdshipin.com:8880/bst.php?id=jspdhd8m/8000000
纪实人文,http://php.jdshipin.com:8880/bst.php?id=jsrw
纪实人文,http://php.jdshipin.com:8880/bst.php?id=jspdhd/4000000
纪实人文,http://gmxw.7766.org:808/hls/173/index.m3u8
纪实人文,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jspdhd/4000000/mnf.m3u8
纪实人文,http://live.dxhmt.cn:9081/tv/11521-1.m3u8
纪实人文,https://epg.pw/stream/b6163053e950966f7d33e74245e743a51e4abbae0f3d136f0210b71ec3189fe2.ctv
纪实人文,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
家庭剧场,https://epg.pw/stream/94ba05ef95a8b4bdec0464eefb322d6146f4a341aef422b9ee486a17da8e3072.m3u8
金牌综艺,https://epg.pw/stream/d4388d0883822c943bfd9c08204f99d0bb0607a81b2b207ffcb104ee82038496.m3u8
惊悚悬疑,https://epg.pw/stream/36c7b460935f92b0104ebbabd0d92689e91f568f0bf4910f29f8967d668d3742.m3u8
精品大剧,https://epg.pw/stream/77f3dfac96f46b8db4bab743ef691404ac96b99f59c539a6c573215f57588360.m3u8
精品纪录,https://epg.pw/stream/e257d9addea5a06a15a971f5c617c2fe1f35ddd1768e58d866359da4a3a93c81.m3u8
精品体育,https://epg.pw/stream/d057acbad8a13889c27b858257a7ea1791caf9409afc026a8f83f279c00d9a45.m3u8
军旅剧场,https://epg.pw/stream/63c6d946b5523fbc80c2fafa6fd7551a12af691a2c635efe31efd501833d9727.m3u8
军事评论,https://epg.pw/stream/a97767f126f84edb52e8344d91366034de22cd1beb45310cdf8cc368205421c1.m3u8
农业致富,https://epg.pw/stream/f867346fe523ae6aa24452b6fc4c69ff49e333bcb229c520999dfd9220ea95d3.m3u8
武搏世界,https://epg.pw/stream/03a8dd67af4514185c1d05e3bebe1067437bab3d7eee717203a2e3b7fc91621e.m3u8
炫舞未来,http://39.134.66.110/PLTV/88888888/224/3221225646/index.m3u8
中国功夫,https://vd4.bdstatic.com/mda-ki3xkd61vwg442vm/sc/cae_h264_clips/mda-ki3xkd61vwg442vm.mp4
中国功夫,http://www.51romzj.love:35455/huya/11352941
中国功夫,https://epg.pw/stream/2f36a0fe1806b3b1d504e8b471067be0d893f2df95003116a1f9d32651cb5779.m3u8
金马影院,https://pull.kktv8.com/livekktv/128600025.flv
足球频道,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/zqpd8m/8000000/mnf.m3u8
金鹰卡通,http://116.128.243.121:9901/tsfile/live/1007_1.m3u8
金鹰卡通,http://218.13.170.98:9901/tsfile/live/1022_1.m3u8
金鹰卡通,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jykt/1300000/mnf.m3u8
金鹰卡通,http://113.57.109.36:9901/tsfile/live/1008_1.m3u8
金鹰卡通,https://cntv.lat/tv/live.php?auth=231110&id=jykt
金鹰卡通,http://php.jdshipin.com:8880/bst.php?id=jykt/1300000
金鹰卡通,http://gmxw.7766.org:808/hls/69/index.m3u8
咪咕视频1,http://39.135.133.144/PLTV/88888888/224/3221225739/index.m3u8
咪咕视频2,http://39.135.133.180/PLTV/88888888/224/3221225754/index.m3u8
咪咕视频3,http://39.135.133.157/PLTV/88888888/224/3221225905/index.m3u8
咪咕视频4,http://39.135.133.156/PLTV/88888888/224/3221225910/index.m3u8
咪咕视频5,http://39.134.66.110/PLTV/88888888/224/3221225912/index.m3u8
咪咕视频6,http://39.135.133.156/PLTV/88888888/224/3221225639/index.m3u8
咪咕视频7,http://39.135.133.154/PLTV/88888888/224/3221225648/index.m3u8
咪咕视频8,http://39.135.133.156/PLTV/88888888/224/3221225654/index.m3u8
咪咕视频9,http://39.135.133.166/PLTV/88888888/224/3221225756/index.m3u8
咪咕视频10,http://39.135.133.156/PLTV/88888888/224/3221225760/index.m3u8
精品1,http://39.134.66.110/PLTV/88888888/224/3221225550/index.m3u8
精品2,http://39.134.66.110/PLTV/88888888/224/3221225901/index.m3u8
精品3,http://39.135.133.156/PLTV/88888888/224/3221225715/index.m3u8
精品4,http://39.135.133.157/PLTV/88888888/224/3221225897/index.m3u8

NewTV,#genre#
NewTV超级体育,http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
NewTV超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8
NewTV超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8
NewTV超级体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225767/index.m3u8
NewTV超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV超级综艺,https://epg.pw/stream/993b177d006da3fe1e88f9e34d5c4f039acb16c782b8588a422b382bc0fd848b.m3u8
NewTV潮妈辣婆,https://epg.pw/stream/b8b258c3f487a0ca6e3485c53298c0c86cba21b9603aecc6b36a1fec95e6db85.m3u8
NewTV东北热剧,http://39.135.135.35:80/wh7f454c46tw1751026922_1159821621/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8?icpid=88888888&RTS=1554599523&from=1&hms_devid=691
NewTV东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV动作电影,https://epg.pw/stream/e94cc2f1cb9a47e959a80ae19baa1ce8e6e04e844dfcf65aa27b641d7ee467c7.m3u8
NewTV古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
NewTV古装剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225678/index.m3u8
NewTV古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
NewTV海外剧场,https://epg.pw/stream/b314ebcd13fbec4a42a56d423398e032e62e662a888437a30c5847b6162a409f.m3u8
NewTV欢乐剧场,http://39.135.135.81:80/wh7f454c46tw1744894462_1818032107/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8?icpid=88888888&RTS=1554599517&from=1&hms_devid=690
NewTV欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV家庭剧场,https://epg.pw/stream/94ba05ef95a8b4bdec0464eefb322d6146f4a341aef422b9ee486a17da8e3072.m3u8
NewTV金牌综艺,https://epg.pw/stream/d4388d0883822c943bfd9c08204f99d0bb0607a81b2b207ffcb104ee82038496.m3u8
NewTV惊悚悬疑,https://epg.pw/stream/36c7b460935f92b0104ebbabd0d92689e91f568f0bf4910f29f8967d668d3742.m3u8
NewTV精品大剧,https://epg.pw/stream/77f3dfac96f46b8db4bab743ef691404ac96b99f59c539a6c573215f57588360.m3u8
NewTV精品纪录,https://epg.pw/stream/e257d9addea5a06a15a971f5c617c2fe1f35ddd1768e58d866359da4a3a93c81.m3u8
NewTV精品体育,https://epg.pw/stream/d057acbad8a13889c27b858257a7ea1791caf9409afc026a8f83f279c00d9a45.m3u8
NewTV军旅剧场,https://epg.pw/stream/63c6d946b5523fbc80c2fafa6fd7551a12af691a2c635efe31efd501833d9727.m3u8
NewTV军事评论,https://epg.pw/stream/a97767f126f84edb52e8344d91366034de22cd1beb45310cdf8cc368205421c1.m3u8
NewTV明星大片,http://39.134.66.66/PLTV/88888888/224/3221225550/index.m3u8
NewTV明星大片,http://39.135.138.59:18890/PLTV/88888910/224/3221225716/index.m3u8
NewTV明星大片,http://gslbserv.itv.cmvideo.cn:80/000000001000/5595720619887440144/1.m3u8?channel-id=ystenlive&Contentid=5595720619887440144&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5595720619887440144&owchid=ystenlive&owsid=7951969344461437044
NewTV明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV农业致富,https://epg.pw/stream/f867346fe523ae6aa24452b6fc4c69ff49e333bcb229c520999dfd9220ea95d3.m3u8
NewTV武搏世界,https://epg.pw/stream/03a8dd67af4514185c1d05e3bebe1067437bab3d7eee717203a2e3b7fc91621e.m3u8
NewTV炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
NewTV炫舞未来,http://39.135.138.59:18890/PLTV/88888910/224/3221225707/index.m3u8
NewTV炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
NewTV怡伴健康,http://39.134.66.66/PLTV/88888888/224/3221225571/index.m3u8
NewTV怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTV中国功夫,https://epg.pw/stream/2f36a0fe1806b3b1d504e8b471067be0d893f2df95003116a1f9d32651cb5779.m3u8
黑莓电竞,http://39.134.66.66/PLTV/88888888/224/3221225559/index.m3u8
黑莓电竞,http://39.135.138.60:18890/PLTV/88888910/224/3221225653/index.m3u8
黑莓电影,https://epg.pw/stream/a106bba49a6159d54ee66205038e678acf94d13e34266e678ee7b08ce650766a.m3u8
黑莓电影,https://epg.pw/stream/7cd2a163028ebcd6e8caffba4408642bb8a5009e13dd97bf5f36706cd75f395e.m3u8
黑莓动画,https://epg.pw/stream/45813b437b496af365b98b5b50b7bec13f152ff9fb879a54eac30751384d665d.m3u8
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
求索纪录,http://125.210.152.19:9123/live/hzgq-qsjlgq-h264.m3u8
求索科学,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8
求索生活,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
优漫卡通,http://110.179.80.141:8083/udp/239.1.1.72:8072
优漫卡通,https://epg.pw/stream/5aa56206f1fe7cc4d9507d553c47e53ea9c0ef79c6b52d3f3e1baa01ecfcaf63.m3u8
金鹰卡通,http://116.128.243.121:9901/tsfile/live/1007_1.m3u8
金鹰卡通,http://218.13.170.98:9901/tsfile/live/1022_1.m3u8
金鹰卡通,http://113.57.109.36:9901/tsfile/live/1008_1.m3u8
金鹰卡通,https://cntv.lat/tv/live.php?auth=231110&id=jykt
金鹰卡通,http://php.jdshipin.com:8880/bst.php?id=jykt/1300000
金鹰卡通,http://gmxw.7766.org:808/hls/69/index.m3u8
卡酷少儿,https://live.v1.mk/api/bestv.php?id=kkse8m/8000000
卡酷少儿,http://qnap.yjnhome.com:4000/udp/239.3.1.189:8000
卡酷少儿,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/kkse8m/8000000/mnf.m3u8
卡酷少儿,http://php.jdshipin.com:8880/bst.php?id=kkse
卡酷少儿,http://php.jdshipin.com:8880/bst.php?id=hainanwshd8m/8000000
卡酷少儿,https://live.goodiptv.club/api/bestv.php?id=kkse8m/8000000
都市剧场,http://php.jdshipin.com:8880/bst.php?id=dsjchd/4000000
都市剧场,https://cntv.lat/tv/live.php?auth=231110&id=dsjc
都市剧场,http://1.30.18.218:20080/hls/121/index.m3u8
都市剧场,https://live.goodiptv.club/api/bestv.php?id=dsjc8m/8000000
都市剧场,http://php.jdshipin.com:8880/bst.php?id=dsjc
都市剧场,https://live.v1.mk/api/bestv.php?id=dsjc8m/8000000
动漫秀场,https://live.goodiptv.club/api/bestv.php?id=dmxc8m/8000000
动漫秀场,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/dmxc8m/8000000/mnf.m3u8
动漫秀场,https://cntv.lat/tv/live.php?auth=231110&id=dmxc
动漫秀场,http://php.jdshipin.com:8880/bst.php?id=dmxc8m/8000000
动漫秀场,http://php.jdshipin.com:8880/bst.php?id=dmxchd/4000000
动漫秀场,http://php.jdshipin.com:8880/bst.php?id=dmxc
动漫秀场,https://epg.pw/stream/ca411be8f82bf17d3a956ffaf09b072a27ff9d9bb0d83fa3cae307eef53b6a68.m3u8
动漫秀场,https://live.v1.mk/api/bestv.php?id=dmxc8m/8000000
动漫秀场,https://epg.pw/stream/541688af2977b7986c2aa3ac1bb605d9d807911f568852a5e529ae2a2a18aa27.ctv
游戏风云,https://live.goodiptv.club/api/bestv.php?id=yxfy8m/8000000
游戏风云,https://cntv.lat/tv/live.php?auth=231110&id=yxfy
游戏风云,http://php.jdshipin.com:8880/bst.php?id=yxfyhd/4000000
游戏风云,http://php.jdshipin.com:8880/bst.php?id=yxfy
游戏风云,https://live.v1.mk/api/bestv.php?id=yxfy8m/8000000
游戏风云,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/yxfy8m/8000000/mnf.m3u8
生活时尚,https://cntv.lat/tv/live.php?auth=231110&id=shss
生活时尚,https://live.goodiptv.club/api/bestv.php?id=shss8m/8000000
生活时尚,http://php.jdshipin.com:8880/bst.php?id=shsshd/4000000
生活时尚,http://php.jdshipin.com:8880/bst.php?id=shss
生活时尚,https://live.v1.mk/api/bestv.php?id=shss8m/8000000
生活时尚,https://epg.pw/stream/f2876354cd43079da5637591a7e3bf83006279b59c0ebcddb61e49f0850f1803.ctv
全纪实,http://php.jdshipin.com:8880/bst.php?id=qjshd/4000000
全纪实,https://live.goodiptv.club/api/bestv.php?id=qjshd8m/8000000
全纪实,https://live.v1.mk/api/bestv.php?id=qjshd8m/8000000
全纪实,https://epg.pw/stream/f951ab49e5198e21e04d633712b6b88d15cd4cbdbfddd0c49d0f1c5ea9b69b31.ctv
超级体育,https://live.goodiptv.club/api/bestv.php?id=qcsj8m/8000000
超级体育,http://php.jdshipin.com:8880/bst.php?id=qcsj8m/8000000
超级体育,https://live.v1.mk/api/bestv.php?id=qcsj8m/8000000
超级体育,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qcsj8m/8000000/mnf.m3u8
超级综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226009/1.m3u8
超级综艺,https://epg.pw/stream/993b177d006da3fe1e88f9e34d5c4f039acb16c782b8588a422b382bc0fd848b.m3u8
东北热剧,http://39.135.138.58:18890/PLTV/88888888/224/3221226202/index.m3u8?blog.ntnas.top
欢乐剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221226210/index.m3u8?blog.ntnas.top
炫舞未来,http://39.135.138.58:18890/PLTV/88888888/224/3221225707/index.m3u8?blog.ntnas.top
CHC动作电影,http://115.60.241.249:2000/rtp/225.1.4.208:1261
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC动作电影,http://nas.tuyuannet.cn:8800/rtp/239.37.0.186:5540
CHC动作电影,https://epg.pw/stream/2f2e29b8759a2458730dc1f3686024472691952a50e787fe075944d0cb17f36e.ctv
CHC动作电影,https://epg.pw/stream/02a582fc67bfff3762422afd2afafd15a346db899ab08ec26b328ce146665b2e.m3u8
CHC动作电影,http://tv6.blcu.edu.cn/liverespath/e0096742f0c5be4c5225cf3c7ab1077177bec05f/59799779bf-0-0-46589e4cd4a185d126f36ac81a80255f/index.m3u8
CHC动作电影,http://pi.0472.org/tv/cbn.php?id=chcdzdyHD
CHC高清电影,http://tv6.blcu.edu.cn/liverespath/bca6167afdef7fc773405c38e695b342c1d1eca0/a51d115379-0-0-2d3f80b098bcb9a30d9368695375926f/index.m3u8
CHC高清电影,http://pi.0472.org/tv/cbn.php?id=chcgqdyHD
CHC高清电影,https://epg.pw/stream/0fc644caf6205b2dd46b84766084d0a90eff010686f75b2fd646bdcf1943883d.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC高清电影,https://epg.pw/stream/d395483979a7e9025cb58bb0edb1acc4674620419d928202014f223505c2a693.m3u8
CHC高清电影,http://nas.tuyuannet.cn:8800/rtp/239.37.0.187:5540
CHC高清电影,http://live.mastvnet.com:800/4rlff1m/live.m3u8
CHC家庭影院,http://pi.0472.org/tv/cbn.php?id=chcjtyyHD
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院,http://nas.tuyuannet.cn:8800/rtp/239.37.0.188:5540
CHC家庭影院,https://epg.pw/stream/085a38ada3bf036f74dc58987291160253095044bdff40a127b5578345656db0.ctv
CHC家庭影院,https://epg.pw/stream/813b902c76009baec09d0d0a2b8300ff7ad473e7e88af74870ec04eee46694b0.m3u8
CHC家庭影院,http://tv6.blcu.edu.cn/liverespath/449d51febadb152094085d373b9af94a6ac5f1dd/452c80009b-0-0-e2338fa7fa61d532e85364bf7f77a71e/index.m3u8
CHC家庭影院,http://123.187.46.90:65000/hls/30/index.m3u8
CHC家庭影院,http://59.44.192.82:65000/hls/30/index.m3u8
北京冬奥,https://epg.pw/stream/a0fca1013776eeeeb8be403321e2a5f36fbf63828c934f46e0b5821edb8860a9.m3u8
北京冬奥,http://61.182.33.218:8000/hls/38/index.m3u8
央视台球,http://49.71.78.122/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513703.m3u8
央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视台球,http://gmxw.7766.org:808/hls/73/index.m3u8
央视台球,https://yang-1989.eu.org/live/ystq
咪咕视频,http://39.134.66.66/PLTV/88888888/224/3221225613/index.m3u8

世界,#genre#
凤凰中文,http://222.241.145.143:8888/udp/239.76.253.135:9000
凤凰中文,http://171.213.36.107:8888/udp/239.93.0.162:2192
凤凰中文,http://221.237.9.20:6066/udp/239.93.0.162:2192
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://pi.0472.org/tv/cbn.php?id=xfjcHD
凤凰中文,https://edge2.laotv.la/live/PhxChinese/index.m3u8
凤凰中文,http://198.16.100.90:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
凤凰中文,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰中文,http://210.210.155.37/uq2663/h/h157/index2.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Phoenix_Chinese
凤凰中文,http://210.210.155.37/uq2663/h/h157/index2.m3u8
凤凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8
凤凰中文,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV43.m3u8
无线新闻台,http://198.16.100.90:8278/inews_twn/playlist.m3u8?tid=MD8D9734527497345274&ct=19249&tsum=88c5d57f9fdce89810d61e1001910a80
无线新闻台,http://r.jdshipin.com/CkuBd
无线新闻台,http://ali.hlspull.yximgs.com/live/twlivefhwzpthlzzszszzbvdlzdmnbzhdhyzyztvbwxxw.flv
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
无线新闻台,http://awei.beimua.com/yes.php?id=13
莲花卫视,http://anren.live/HK/BiIOU11uLA.m3u8
莲花卫视,http://nettvpro.live/hls/lotustv.php
澳亚卫视,https://pi.0472.org/tv/aoya.php?auth=2309081833
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳亚卫视,https://pi.0472.org/tv/aoya.php?auth=230918
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/1024/live.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/live.m3u8
